file_name,transcription
train\040207_48\040207_48.wav,a sled
train\040207_49\040207_49.wav,i use this
train\040207_5\040207_5.wav,it stuck to a picture
train\040207_50\040207_50.wav,snow
train\040207_51\040207_51.wav,i want to do a popper
train\040207_52\040207_52.wav,ski
train\040207_53\040207_53.wav,ski
train\040207_54\040207_54.wav,a snail
train\040207_55\040207_55.wav,i think theyre slimy
train\040207_56\040207_56.wav,where is it
train\040207_57\040207_57.wav,smoke
train\040207_58\040207_58.wav,okay
train\040207_59\040207_59.wav,plate
train\040207_6\040207_6.wav,then it just fell
train\040207_60\040207_60.wav,i eat in a bowl
train\040207_61\040207_61.wav,a plate
train\040207_62\040207_62.wav,with blocks
train\040207_63\040207_63.wav,two blocks three blocks
train\040207_64\040207_64.wav,one two three four five
train\040207_65\040207_65.wav,i see a clock
train\040207_66\040207_66.wav,me can get it
train\040207_67\040207_67.wav,a fly
train\040207_68\040207_68.wav,bread
train\040207_69\040207_69.wav,what slice means
train\040207_7\040207_7.wav,i want watch it again
train\040207_70\040207_70.wav,slice
train\040207_71\040207_71.wav,my mommy only do it
train\040207_72\040207_72.wav,and my daddy
train\040207_73\040207_73.wav,a present
train\040207_74\040207_74.wav,a bow on top
train\040207_75\040207_75.wav,that is a pretty present
train\040207_76\040207_76.wav,a train
train\040207_77\040207_77.wav,train
train\040207_78\040207_78.wav,i watch a real train yyy
train\040207_79\040207_79.wav,a winter
train\040207_8\040207_8.wav,making a pancakes
train\040207_80\040207_80.wav,a summer
train\040207_81\040207_81.wav,um us went to the zoo
train\040207_82\040207_82.wav,i forget
train\040207_83\040207_83.wav,because its a while
train\040207_84\040207_84.wav,oh us went a boat and a bus
train\040207_85\040207_85.wav,a ferry boat
train\040207_86\040207_86.wav,just took a ride in it
train\040207_87\040207_87.wav,yeah us went past a statue
train\040207_88\040207_88.wav,liberty
train\040207_89\040207_89.wav,no us is at new york
train\040207_9\040207_9.wav,yyy  flip
train\040207_90\040207_90.wav,um us do it
train\040207_91\040207_91.wav,well its a while ago
train\040207_92\040207_92.wav,every day
train\040207_93\040207_93.wav,yeah just to a hotel
train\040207_94\040207_94.wav,a water park
train\040207_95\040207_95.wav,i saw these big pandas
train\040207_96\040207_96.wav,they not they not real they just pretend
train\040207_97\040207_97.wav,this big big big big dragon
train\040207_98\040207_98.wav,remember mom
train\040207_99\040207_99.wav,yeah do yyy yyy
train\040214_1\040214_1.wav,i can stick it
train\040214_10\040214_10.wav,i can stick it
train\040214_11\040214_11.wav,your turn
train\040214_12\040214_12.wav,way up there
train\040214_13\040214_13.wav,cannot reach it
train\040214_14\040214_14.wav,santa claus
train\040214_15\040214_15.wav,santa
train\040214_16\040214_16.wav,um dragon
train\040214_17\040214_17.wav,yyy dragon
train\040214_18\040214_18.wav,where is it
train\040214_19\040214_19.wav,where is it
train\040214_2\040214_2.wav,high up
train\040214_20\040214_20.wav,yyy
train\040214_21\040214_21.wav,um it green
train\040214_22\040214_22.wav,okay
train\040214_23\040214_23.wav,a dragon
train\040214_24\040214_24.wav,animal
train\040214_25\040214_25.wav,a green animal
train\040214_26\040214_26.wav,yeah but it big
train\040214_27\040214_27.wav,like a frog but it really really big
train\040214_28\040214_28.wav,a really big dragon
train\040214_29\040214_29.wav,its a dragon
train\040214_3\040214_3.wav,high up
train\040214_30\040214_30.wav,and yyy gonna yyy be that too
train\040214_31\040214_31.wav,dragon
train\040214_32\040214_32.wav,us can come back yyy
train\040214_33\040214_33.wav,wheres a door handle
train\040214_34\040214_34.wav,okay i ready
train\040214_35\040214_35.wav,its a b
train\040214_36\040214_36.wav,yyy yyy
train\040214_37\040214_37.wav,yyy my name xxx
train\040214_38\040214_38.wav,pen
train\040214_39\040214_39.wav,what that do
train\040214_4\040214_4.wav,i can stick it high up
train\040214_40\040214_40.wav,you can push this
train\040214_41\040214_41.wav,can you can push this
train\040214_42\040214_42.wav,this one
train\040214_43\040214_43.wav,green
train\040214_44\040214_44.wav,can
train\040214_45\040214_45.wav,tara i can push this
train\040214_46\040214_46.wav,black
train\040214_47\040214_47.wav,bye bye yyy
train\040214_48\040214_48.wav,a raccoon
train\040214_49\040214_49.wav,yyy see a real raccoon
train\040214_5\040214_5.wav,i can stick it
train\040214_50\040214_50.wav,yyy a real raccoon yyy yyy
train\040214_51\040214_51.wav,when us is at new york
train\040214_52\040214_52.wav,new york
train\040214_53\040214_53.wav,not at a farm but it yyy really really really far yyy
train\040214_54\040214_54.wav,not at a farm but it yyy really really really far yyy
train\040214_55\040214_55.wav,yyy new york
train\040214_56\040214_56.wav,a hotel
train\040214_57\040214_57.wav,i saw a yyy deer and a real raccoon
train\040214_58\040214_58.wav,no us not camping
train\040214_59\040214_59.wav,really far
train\040214_6\040214_6.wav,i can stick it
train\040214_60\040214_60.wav,when us yyy to new york stay at a hotel
train\040214_61\040214_61.wav,us was at hotel
train\040214_62\040214_62.wav,sit in a chair
train\040214_63\040214_63.wav,is that is a raccoon
train\040214_64\040214_64.wav,wheres another
train\040214_65\040214_65.wav,yyy but wheres an wheres another raccoon
train\040214_66\040214_66.wav,i saw the other raccoon
train\040214_67\040214_67.wav,lets watch this again
train\040214_68\040214_68.wav,sitting
train\040214_69\040214_69.wav,want eat hers dinner
train\040214_7\040214_7.wav,i can stick it
train\040214_70\040214_70.wav,i dont like that raccoon
train\040214_71\040214_71.wav,its bout two raccoons
train\040214_72\040214_72.wav,yyy big girl
train\040214_73\040214_73.wav,and and hers eat
train\040214_74\040214_74.wav,and the raccoons want to eat hers lunch
train\040214_75\040214_75.wav,he wanted to eat a lunch
train\040214_76\040214_76.wav,a girl
train\040214_77\040214_77.wav,the raccoon want to eat a lunch
train\040214_78\040214_78.wav,the raccoon yyy on hers plate
train\040214_79\040214_79.wav,the raccoon grab on yyy hers plate
train\040214_8\040214_8.wav,stick it
train\040214_80\040214_80.wav,grab
train\040214_81\040214_81.wav,grab
train\040214_9\040214_9.wav,i can stick it
